scorer,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000,DLC_resnet50_Austin2020_accuracy_testApr7shuffle4_1150000
bodyparts,t3L,t3L,t3L,wstL,wstL,wstL,t5L,t5L,t5L,elbL,elbL,elbL,shdL,shdL,shdL,ankL,ankL,ankL,nl,nl,nl,str,str,str,lmb,lmb,lmb,shdR,shdR,shdR,ankR,ankR,ankR,elbR,elbR,elbR,wstR,wstR,wstR,t5R,t5R,t5R,t3R,t3R,t3R,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,285.77789306640625,396.0378112792969,0.7396024465560913,281.6062927246094,346.5010681152344,0.7008834481239319,257.2032165527344,359.5905456542969,0.9350854754447937,258.99481201171875,343.3841247558594,0.8433787822723389,256.0602111816406,339.0104064941406,0.6475681066513062,218.5362091064453,326.58380126953125,0.5796920657157898,244.0881805419922,333.46246337890625,0.9099250435829163,237.17568969726562,340.9991455078125,0.989059329032898,228.51028442382812,336.3492431640625,0.9565586447715759,240.94859313964844,320.5174865722656,0.8675097227096558,218.9163360595703,326.6299133300781,0.8953390717506409,237.4136505126953,314.1669921875,0.7180630564689636,234.2208709716797,289.5323486328125,0.753729522228241,209.03134155273438,308.7804260253906,0.7978231906890869,189.7351837158203,266.58282470703125,0.7384614944458008,220.76220703125,340.07275390625,0.9953924417495728
1,289.7358093261719,392.5413513183594,0.7697739601135254,283.74761962890625,345.6506652832031,0.6742435693740845,256.6996765136719,357.6377868652344,0.9251119494438171,257.1518249511719,342.9139709472656,0.8202643394470215,253.5733642578125,340.0462951660156,0.6070368885993958,218.2508544921875,326.5723571777344,0.5572161078453064,243.75189208984375,334.4183654785156,0.7412341833114624,235.79415893554688,340.58441162109375,0.9501047730445862,227.10379028320312,338.22076416015625,0.9574154615402222,240.52804565429688,320.5052490234375,0.8760183453559875,218.4862060546875,326.61322021484375,0.8761762976646423,237.46444702148438,313.58843994140625,0.6771999001502991,234.62794494628906,288.4866943359375,0.7534317374229431,208.48501586914062,304.2588806152344,0.822526752948761,190.59552001953125,261.43780517578125,0.7397609353065491,218.94247436523438,340.1791076660156,0.9942303895950317
2,293.62127685546875,388.6182556152344,0.7814074754714966,282.89459228515625,343.8485412597656,0.6710389256477356,257.0657653808594,358.1722717285156,0.9142118096351624,256.974609375,342.5708312988281,0.6792322993278503,242.37823486328125,321.054443359375,0.6196589469909668,217.2806396484375,327.81683349609375,0.5644468665122986,244.28651428222656,335.92724609375,0.9243815541267395,236.15541076660156,340.2999267578125,0.9804485440254211,226.6201629638672,337.99072265625,0.995945155620575,241.00949096679688,321.17626953125,0.9175248742103577,217.70062255859375,327.99432373046875,0.8922098875045776,237.34278869628906,314.2847900390625,0.7622207403182983,233.93130493164062,288.5143127441406,0.7550065517425537,208.6900634765625,302.4516906738281,0.775438666343689,193.2727813720703,257.0553894042969,0.736719012260437,217.0956573486328,341.4518737792969,0.9974017143249512
3,298.17547607421875,381.87408447265625,0.790959358215332,282.31097412109375,342.166748046875,0.6906936168670654,257.88153076171875,357.56646728515625,0.9042420387268066,258.4268798828125,342.3994140625,0.7232927083969116,243.19960021972656,321.7105407714844,0.539872407913208,218.298828125,326.87200927734375,0.6123074889183044,245.0241241455078,337.48272705078125,0.9531359672546387,236.1448211669922,341.44622802734375,0.9892183542251587,226.79275512695312,338.52728271484375,0.9958797693252563,241.86985778808594,322.5420227050781,0.8742408156394958,218.47824096679688,327.08624267578125,0.8912561535835266,238.73834228515625,313.9472351074219,0.6796660423278809,235.0759735107422,287.2201843261719,0.7707725763320923,208.9970703125,299.189697265625,0.7087215185165405,196.80667114257812,253.49435424804688,0.7488423585891724,216.7003173828125,341.6622009277344,0.9961947202682495
4,300.7801818847656,379.8623962402344,0.7440937757492065,284.1835632324219,340.1452941894531,0.5863306522369385,259.30743408203125,355.54718017578125,0.9007919430732727,239.4238739013672,313.5173645019531,0.4687882661819458,243.78094482421875,322.62103271484375,0.4569227397441864,233.20321655273438,346.8299865722656,0.5916873216629028,245.50184631347656,338.3445739746094,0.9509112238883972,235.8702392578125,341.6917724609375,0.9789119958877563,226.07810974121094,338.5304260253906,0.9954473376274109,242.9658660888672,323.9801940917969,0.8409902453422546,218.96743774414062,327.82763671875,0.8559721112251282,238.7112274169922,313.1250915527344,0.6936324238777161,236.09181213378906,285.731689453125,0.7544221878051758,210.52761840820312,297.86846923828125,0.7266461849212646,199.12945556640625,250.19187927246094,0.727112352848053,215.9481964111328,341.3349914550781,0.9950878024101257
5,305.6896057128906,374.23291015625,0.6857883930206299,284.9917907714844,339.11590576171875,0.5867472290992737,260.2397766113281,355.3896179199219,0.8904088139533997,258.64276123046875,342.0663757324219,0.6780219078063965,254.37081909179688,342.0386657714844,0.5987682938575745,233.71551513671875,346.3399963378906,0.7049352526664734,244.75228881835938,338.3197937011719,0.9443168044090271,235.6523895263672,340.6673889160156,0.981478214263916,227.20755004882812,337.62017822265625,0.9960160851478577,242.6172332763672,323.72222900390625,0.8406927585601807,220.27301025390625,325.8957824707031,0.8263844847679138,239.69105529785156,313.5364990234375,0.7329356074333191,238.0640869140625,286.5422058105469,0.7794656753540039,211.7944793701172,296.2276916503906,0.6844111084938049,201.94236755371094,247.42645263671875,0.7043834328651428,216.29493713378906,341.627685546875,0.9964708089828491
6,309.4477233886719,368.6336975097656,0.6716633439064026,286.1613464355469,337.97418212890625,0.5211352705955505,262.887451171875,353.71490478515625,0.8925999402999878,258.7159729003906,341.3958435058594,0.7050349116325378,253.29615783691406,341.69158935546875,0.6261454224586487,232.340087890625,346.5748291015625,0.6573605537414551,244.70660400390625,339.7597351074219,0.9661983251571655,235.22030639648438,341.7403869628906,0.9822868704795837,226.1604461669922,338.7162170410156,0.9938989877700806,242.23419189453125,323.9363708496094,0.8263267278671265,220.33106994628906,326.52447509765625,0.837590754032135,239.50299072265625,313.2240295410156,0.7678434252738953,239.29425048828125,285.93084716796875,0.7735610604286194,262.7621154785156,354.1181945800781,0.6362624764442444,204.81195068359375,245.70449829101562,0.6291940808296204,215.25975036621094,342.4561767578125,0.9952699542045593
7,314.3956298828125,363.9620361328125,0.6665933728218079,286.6244201660156,335.7950439453125,0.5891210436820984,265.2373962402344,353.0843505859375,0.8151955008506775,260.41339111328125,340.2935485839844,0.6115729212760925,253.97509765625,341.1754455566406,0.5614426136016846,220.46885681152344,326.38421630859375,0.5389930605888367,243.87368774414062,339.9820861816406,0.9165152311325073,234.89288330078125,342.6439208984375,0.9741679430007935,225.09957885742188,339.9821472167969,0.9762917160987854,242.01686096191406,325.1803283691406,0.6109128594398499,220.4430389404297,324.89910888671875,0.7922658324241638,240.2446746826172,314.3261413574219,0.7343721389770508,240.24261474609375,287.09423828125,0.8129401206970215,216.65762329101562,292.286376953125,0.6746281385421753,207.0970916748047,244.49124145507812,0.7428808808326721,213.8685760498047,343.01470947265625,0.9966363906860352
